,children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,family_status_factorize,total_income_categorical,total_income_categorical_factorize,purpose_factorize,dob_years_categorical,days_employed_categorical
15060,0,30.111475272595854,56,среднее,1,женат / замужем,0,M,пенсионер,0,185380.06661162875,образование,0,50-75%,2,2,75-100%,75-100%
15061,1,0.3177390749897055,43,высшее,0,женат / замужем,0,F,компаньон,0,266941.33707898646,образование,0,75-100%,0,2,50-75%,50-75%
15062,1,0.338207821321649,34,среднее,1,женат / замужем,0,M,сотрудник,0,159744.28407117722,жильё,0,50-75%,2,0,25-50%,50-75%
15063,2,0.08246076856952055,30,среднее,1,женат / замужем,0,F,сотрудник,0,77845.9669776708,образование,0,0-25%,3,2,0-25%,0-25%
15065,1,0.06277368951223632,49,высшее,0,женат / замужем,0,M,сотрудник,0,214973.63355944463,жильё,0,75-100%,0,0,50-75%,0-25%
15066,1,0.07077431476265061,48,неоконченное высшее,2,женат / замужем,0,M,сотрудник,0,176758.99989678676,автомобиль,0,50-75%,2,1,50-75%,0-25%
15067,0,30.7187880755977,65,среднее,1,в разводе,3,F,пенсионер,0,107392.55068523464,жильё,3,25-50%,1,0,75-100%,75-100%
15068,1,0.43161293305912163,36,высшее,0,женат / замужем,0,M,госслужащий,0,217499.1667429368,жильё,0,75-100%,0,0,25-50%,50-75%
15070,3,0.025819382609994446,36,высшее,0,гражданский брак,1,M,компаньон,0,677159.3512615293,свадьба,1,75-100%,0,3,25-50%,0-25%
15071,0,0.20030980531635445,58,высшее,0,женат / замужем,0,M,компаньон,0,208463.59032043905,жильё,0,75-100%,0,0,75-100%,25-50%
15072,0,0.34129394181490896,56,среднее,1,женат / замужем,0,F,сотрудник,0,93816.50678201484,автомобиль,0,0-25%,3,1,75-100%,50-75%
15073,0,35.7413556403905,59,среднее,1,Не женат / не замужем,4,F,пенсионер,0,147768.92565974715,жильё,4,50-75%,2,0,75-100%,75-100%
15076,0,0.4002180486627752,37,среднее,1,женат / замужем,0,M,сотрудник,0,265937.4084297413,жильё,0,75-100%,0,0,25-50%,50-75%
15077,0,0.19205187032469664,49,среднее,1,женат / замужем,0,F,сотрудник,0,143339.97017894007,автомобиль,0,25-50%,1,1,50-75%,25-50%
15078,0,0.1931919685811095,64,высшее,0,женат / замужем,0,M,компаньон,0,158425.89860624814,образование,0,50-75%,2,2,75-100%,25-50%
15079,0,30.812754227785575,62,среднее,1,женат / замужем,0,F,пенсионер,0,143427.0892736084,жильё,0,25-50%,1,0,75-100%,75-100%
15081,0,0.5073636909386792,42,среднее,1,в разводе,3,F,компаньон,0,255621.9224746379,жильё,3,75-100%,0,0,50-75%,75-100%
15082,0,0.7442610000587447,54,высшее,0,женат / замужем,0,F,госслужащий,0,190450.3209815395,автомобиль,0,50-75%,2,1,75-100%,75-100%
15083,0,32.63651776893285,62,среднее,1,Не женат / не замужем,4,F,пенсионер,0,162159.91421807586,автомобиль,4,50-75%,2,1,75-100%,75-100%
15084,0,0.6837839773810624,57,высшее,0,женат / замужем,0,M,сотрудник,0,198252.35419874496,автомобиль,0,50-75%,2,1,75-100%,75-100%
15085,0,0.018048588128154266,40,неоконченное высшее,2,Не женат / не замужем,4,F,компаньон,0,136361.61888437107,автомобиль,4,25-50%,1,1,25-50%,0-25%
15086,1,0.01397441248863637,22,среднее,1,гражданский брак,1,M,сотрудник,0,266064.2148077605,свадьба,1,75-100%,0,3,0-25%,0-25%
15088,0,36.1458218655814,55,среднее,1,женат / замужем,0,F,пенсионер,0,176917.4267977901,жильё,0,50-75%,2,0,75-100%,75-100%
15089,2,0.3867654763156173,31,среднее,1,гражданский брак,1,F,сотрудник,0,213522.64710077288,свадьба,1,75-100%,0,3,0-25%,50-75%
15090,0,0.057455236908732714,24,высшее,0,Не женат / не замужем,4,M,сотрудник,0,144683.27146538097,жильё,4,25-50%,1,0,0-25%,0-25%
15093,0,0.14303329897829173,31,среднее,1,женат / замужем,0,F,сотрудник,0,136114.97754204413,жильё,0,25-50%,1,0,0-25%,25-50%
15094,1,0.2339887277502914,38,среднее,1,женат / замужем,0,F,сотрудник,0,142079.41802022222,автомобиль,0,25-50%,1,1,25-50%,50-75%
15095,1,0.02970521503289566,29,высшее,0,гражданский брак,1,F,компаньон,0,197118.0069283296,свадьба,1,50-75%,2,3,0-25%,0-25%
15096,0,30.485843955773987,60,среднее,1,гражданский брак,1,M,пенсионер,0,126980.00541238624,свадьба,1,25-50%,1,3,75-100%,75-100%
15097,0,0.07003299070685308,47,среднее,1,гражданский брак,1,M,компаньон,0,259151.5914782569,жильё,1,75-100%,0,0,50-75%,0-25%
15098,0,0.35812607362736865,30,высшее,0,женат / замужем,0,F,компаньон,0,125657.91536832757,образование,0,25-50%,1,2,0-25%,50-75%
15099,0,0.12348906536283788,58,среднее,1,женат / замужем,0,M,сотрудник,1,185410.7559652013,жильё,0,50-75%,2,0,75-100%,25-50%
15100,0,0.34122154839048685,46,среднее,1,женат / замужем,0,F,сотрудник,1,90878.65792153204,автомобиль,0,0-25%,3,1,50-75%,50-75%
15101,2,0.19970262655697787,36,среднее,1,женат / замужем,0,F,компаньон,0,92094.01455084406,жильё,0,0-25%,3,0,25-50%,25-50%
15102,1,0.41191940882188155,39,среднее,1,женат / замужем,0,F,сотрудник,0,142842.79214609813,жильё,0,25-50%,1,0,25-50%,50-75%
15103,0,0.24281909277411798,44,среднее,1,в разводе,3,M,компаньон,0,96869.28432920076,жильё,3,0-25%,3,0,50-75%,50-75%
15104,1,0.12588094004324485,43,среднее,1,женат / замужем,0,M,сотрудник,1,70746.77730579044,жильё,0,0-25%,3,0,50-75%,25-50%
15105,2,0.1816510156410183,25,высшее,0,женат / замужем,0,F,сотрудник,0,78406.20734067661,жильё,0,0-25%,3,0,0-25%,25-50%
15106,1,0.3712660268179846,41,неоконченное высшее,2,гражданский брак,1,M,сотрудник,0,180910.5839432791,образование,1,50-75%,2,2,25-50%,50-75%
15107,0,0.09108728978239901,55,высшее,0,женат / замужем,0,M,компаньон,0,251799.1957493696,автомобиль,0,75-100%,0,1,75-100%,25-50%
15108,0,0.27069443324000325,49,среднее,1,гражданский брак,1,F,компаньон,0,89536.66801268133,свадьба,1,0-25%,3,3,50-75%,50-75%
15109,0,0.0222997662679066,21,среднее,1,Не женат / не замужем,4,M,сотрудник,0,164669.94429483474,жильё,4,50-75%,2,0,0-25%,0-25%
15111,0,0.11554423248292982,26,среднее,1,женат / замужем,0,F,сотрудник,1,167691.70591951662,автомобиль,0,50-75%,2,1,0-25%,25-50%
15112,1,0.19679735626027128,36,высшее,0,Не женат / не замужем,4,F,сотрудник,0,104982.3693668166,автомобиль,4,25-50%,1,1,25-50%,25-50%
15113,1,0.1514509726027646,49,высшее,0,гражданский брак,1,F,сотрудник,0,140855.84190454142,образование,1,25-50%,1,2,50-75%,25-50%
15114,1,0.391380521601964,32,среднее,1,женат / замужем,0,M,госслужащий,0,329046.6847525963,жильё,0,75-100%,0,0,0-25%,50-75%
15115,1,0.08671783090730782,51,среднее,1,в разводе,3,F,сотрудник,0,92896.73455398197,жильё,3,0-25%,3,0,50-75%,25-50%
15116,0,0.16035952313618484,54,среднее,1,женат / замужем,0,F,сотрудник,0,124205.86497831234,автомобиль,0,25-50%,1,1,75-100%,25-50%
15117,1,0.2505499193594372,51,высшее,0,в разводе,3,F,компаньон,0,87176.75436578704,образование,3,0-25%,3,2,50-75%,50-75%
15118,0,1.007963326341853,44,среднее,1,женат / замужем,0,F,сотрудник,0,234658.3334028701,жильё,0,75-100%,0,0,50-75%,75-100%
15119,0,0.23397103747889755,44,высшее,0,Не женат / не замужем,4,F,компаньон,0,424290.7857839816,автомобиль,4,75-100%,0,1,50-75%,50-75%
15120,1,0.05529209825614755,24,высшее,0,гражданский брак,1,F,компаньон,1,79024.96306377281,свадьба,1,0-25%,3,3,0-25%,0-25%
15121,0,0.05596668257946443,40,высшее,0,Не женат / не замужем,4,F,сотрудник,0,203060.44247037984,жильё,4,50-75%,2,0,25-50%,0-25%
15122,1,0.017340448609663765,33,высшее,0,женат / замужем,0,F,сотрудник,1,87193.86332497743,жильё,0,0-25%,3,0,25-50%,0-25%
15124,0,34.245901908488975,67,среднее,1,женат / замужем,0,M,пенсионер,0,117078.01816493804,жильё,0,25-50%,1,0,75-100%,75-100%
15125,0,31.03677957137849,52,среднее,1,женат / замужем,0,F,пенсионер,0,223264.86281421265,образование,0,75-100%,0,2,50-75%,75-100%
15126,0,0.16123010080514688,43,среднее,1,Не женат / не замужем,4,M,сотрудник,0,116668.68995453946,жильё,4,25-50%,1,0,50-75%,25-50%
15128,0,0.007536708306858155,44,среднее,1,женат / замужем,0,F,компаньон,0,215512.03747158853,автомобиль,0,75-100%,0,1,50-75%,0-25%
15129,1,0.05213019085091353,27,среднее,1,женат / замужем,0,M,сотрудник,1,341928.95423060853,жильё,0,75-100%,0,0,0-25%,0-25%
15130,0,0.39251730275102725,43,среднее,1,женат / замужем,0,F,компаньон,0,121539.0766328728,жильё,0,25-50%,1,0,50-75%,50-75%
15131,0,0.14362570488713347,41,среднее,1,гражданский брак,1,F,сотрудник,0,56281.00947072709,свадьба,1,0-25%,3,3,25-50%,25-50%
15132,0,33.37022374492313,60,высшее,0,гражданский брак,1,F,пенсионер,0,228280.2750611789,свадьба,1,75-100%,0,3,75-100%,75-100%
15133,0,0.2478952533239077,33,высшее,0,женат / замужем,0,M,сотрудник,0,255949.1932156332,жильё,0,75-100%,0,0,25-50%,50-75%
15135,0,0.2824115225311964,34,среднее,1,женат / замужем,0,M,сотрудник,0,131261.62117540522,образование,0,25-50%,1,2,25-50%,50-75%
15136,2,0.2596882109204697,36,среднее,1,женат / замужем,0,F,сотрудник,1,79595.73959564744,жильё,0,0-25%,3,0,25-50%,50-75%
15137,0,34.69322842355822,55,среднее,1,женат / замужем,0,F,пенсионер,0,149705.79661105626,жильё,0,50-75%,2,0,75-100%,75-100%
15138,1,0.2612006805541231,39,среднее,1,гражданский брак,1,F,сотрудник,0,286047.8672718534,жильё,1,75-100%,0,0,25-50%,50-75%
15139,0,0.35923089076230114,37,среднее,1,женат / замужем,0,F,сотрудник,0,219783.7803940277,жильё,0,75-100%,0,0,25-50%,50-75%
15140,2,0.39216638033079815,21,среднее,1,женат / замужем,0,F,сотрудник,0,81027.59103195215,жильё,0,0-25%,3,0,0-25%,50-75%
15141,0,0.03866558163484284,40,среднее,1,женат / замужем,0,M,сотрудник,0,192490.47424252788,жильё,0,50-75%,2,0,25-50%,0-25%
15142,0,0.09514527414031762,22,неоконченное высшее,2,Не женат / не замужем,4,M,компаньон,0,158223.95631495974,жильё,4,50-75%,2,0,0-25%,25-50%
15143,0,0.8857559485745158,61,среднее,1,вдовец / вдова,2,F,сотрудник,0,127314.09844745816,жильё,2,25-50%,1,0,75-100%,75-100%
15144,2,0.07456781915456998,29,высшее,0,женат / замужем,0,M,компаньон,0,252230.4400306609,жильё,0,75-100%,0,0,0-25%,0-25%
15145,1,0.8518489191410991,40,высшее,0,женат / замужем,0,F,сотрудник,0,198748.9920321913,жильё,0,50-75%,2,0,25-50%,75-100%
15146,1,0.26442540584467356,33,высшее,0,женат / замужем,0,M,госслужащий,0,335342.8362960833,образование,0,75-100%,0,2,25-50%,50-75%
15147,1,0.8996515376435301,44,среднее,1,в разводе,3,F,сотрудник,0,110990.8105806392,автомобиль,3,25-50%,1,1,50-75%,75-100%
15148,0,0.10507077950716989,41,высшее,0,женат / замужем,0,F,сотрудник,0,119991.34540801877,автомобиль,0,25-50%,1,1,25-50%,25-50%
15149,0,0.183912171746571,27,среднее,1,женат / замужем,0,F,сотрудник,0,218401.95934443927,жильё,0,75-100%,0,0,0-25%,25-50%
15150,0,0.2244519031747481,42,среднее,1,женат / замужем,0,F,сотрудник,0,165774.16879886118,автомобиль,0,50-75%,2,1,50-75%,50-75%
15151,1,0.269057027586646,51,среднее,1,женат / замужем,0,F,сотрудник,0,144113.58986231234,образование,0,25-50%,1,2,50-75%,50-75%
15152,0,0.15662081679003093,63,среднее,1,в разводе,3,F,сотрудник,0,162807.1028298667,жильё,3,50-75%,2,0,75-100%,25-50%
15153,1,0.2213566645324941,33,среднее,1,женат / замужем,0,F,компаньон,1,126639.2916143386,образование,0,25-50%,1,2,25-50%,50-75%
15154,0,0.42246326192822636,57,среднее,1,женат / замужем,0,M,сотрудник,0,79032.20314800767,жильё,0,0-25%,3,0,75-100%,50-75%
15155,1,0.13802519637142915,32,среднее,1,гражданский брак,1,F,компаньон,0,152306.4950894143,жильё,1,50-75%,2,0,0-25%,25-50%
15156,0,0.3493650253404705,35,среднее,1,женат / замужем,0,M,сотрудник,0,156082.85527937987,образование,0,50-75%,2,2,25-50%,50-75%
15157,1,0.008674493348024157,47,среднее,1,женат / замужем,0,M,сотрудник,0,218320.75223301267,жильё,0,75-100%,0,0,50-75%,0-25%
15158,0,0.6061855143018257,52,среднее,1,женат / замужем,0,F,компаньон,0,204923.81462595725,автомобиль,0,75-100%,0,1,50-75%,75-100%
15160,0,0.2587214259993993,52,среднее,1,женат / замужем,0,M,сотрудник,0,119295.66335533292,образование,0,25-50%,1,2,50-75%,50-75%
15161,0,35.031677521489655,54,высшее,0,гражданский брак,1,F,пенсионер,0,141744.45952702142,свадьба,1,25-50%,1,3,75-100%,75-100%
15162,0,0.12711358358195632,46,среднее,1,Не женат / не замужем,4,M,компаньон,0,291411.317875967,образование,4,75-100%,0,2,50-75%,25-50%
15163,0,0.2965124850653386,28,среднее,1,Не женат / не замужем,4,M,госслужащий,1,39154.15696098415,образование,4,0-25%,3,2,0-25%,50-75%
15164,0,36.005720953036246,58,среднее,1,женат / замужем,0,F,пенсионер,0,65923.03167975777,жильё,0,0-25%,3,0,75-100%,75-100%
15165,0,0.7759033952114122,39,высшее,0,женат / замужем,0,F,сотрудник,0,506228.4454520117,жильё,0,75-100%,0,0,25-50%,75-100%
15166,2,0.054536810668644714,35,среднее,1,женат / замужем,0,M,сотрудник,0,86780.52298905878,автомобиль,0,0-25%,3,1,25-50%,0-25%
15167,0,0.08364132920628364,23,высшее,0,Не женат / не замужем,4,F,сотрудник,0,336791.1898434318,образование,4,75-100%,0,2,0-25%,0-25%
15168,1,0.042879976100634244,34,среднее,1,женат / замужем,0,F,сотрудник,0,112182.6259813868,образование,0,25-50%,1,2,25-50%,0-25%
15169,1,0.37239203136470556,56,среднее,1,женат / замужем,0,M,сотрудник,0,94555.76183562724,жильё,0,0-25%,3,0,75-100%,50-75%
15170,2,0.16655444162740313,46,среднее,1,женат / замужем,0,M,компаньон,0,192004.58684014925,автомобиль,0,50-75%,2,1,50-75%,25-50%
15171,0,0.48598735457539965,37,среднее,1,женат / замужем,0,M,сотрудник,0,184744.67344734888,образование,0,50-75%,2,2,25-50%,50-75%
15172,1,0.01370144702114221,31,высшее,0,в разводе,3,F,госслужащий,0,141257.87079115005,жильё,3,25-50%,1,0,0-25%,0-25%
15173,1,0.19579014297567685,39,среднее,1,женат / замужем,0,F,сотрудник,0,136371.24830362602,образование,0,25-50%,1,2,25-50%,25-50%
15174,0,0.46816763777311166,60,среднее,1,женат / замужем,0,M,компаньон,1,159224.60259655898,жильё,0,50-75%,2,0,75-100%,50-75%
15176,1,0.35213173589826857,33,среднее,1,вдовец / вдова,2,F,сотрудник,0,145117.51815341366,жильё,2,50-75%,2,0,25-50%,50-75%
15177,0,33.61967914902072,60,среднее,1,женат / замужем,0,F,пенсионер,0,43128.98188731297,автомобиль,0,0-25%,3,1,75-100%,75-100%
15178,0,34.329353862161454,54,среднее,1,женат / замужем,0,F,пенсионер,0,121931.7966691608,жильё,0,25-50%,1,0,75-100%,75-100%
15180,2,0.13892023180315013,46,среднее,1,в разводе,3,F,сотрудник,0,211884.6605489583,жильё,3,75-100%,0,0,50-75%,25-50%
15181,2,0.4499172557466246,38,среднее,1,женат / замужем,0,M,сотрудник,0,264193.3084393629,жильё,0,75-100%,0,0,25-50%,50-75%
15182,0,35.99507384080343,54,среднее,1,женат / замужем,0,F,пенсионер,0,100784.14613396964,образование,0,0-25%,3,2,75-100%,75-100%
15183,0,0.4617672031290809,47,высшее,0,женат / замужем,0,F,компаньон,0,287802.84242838604,автомобиль,0,75-100%,0,1,50-75%,50-75%
15184,1,0.17591196381992474,25,высшее,0,гражданский брак,1,M,компаньон,0,206688.66903936185,жильё,1,75-100%,0,0,0-25%,25-50%
15185,1,0.08043661292406877,33,высшее,0,женат / замужем,0,F,сотрудник,0,273292.56695192034,жильё,0,75-100%,0,0,25-50%,0-25%
15186,0,0.3011156744589082,63,высшее,0,в разводе,3,F,госслужащий,0,279397.93423143314,жильё,3,75-100%,0,0,75-100%,50-75%
15187,0,0.045980673481963115,31,среднее,1,Не женат / не замужем,4,M,компаньон,0,339398.000558868,автомобиль,4,75-100%,0,1,0-25%,0-25%
15189,0,32.10440708687394,65,среднее,1,женат / замужем,0,F,пенсионер,0,78928.34909326334,автомобиль,0,0-25%,3,1,75-100%,75-100%
15190,0,0.2451476406359445,45,среднее,1,Не женат / не замужем,4,M,сотрудник,1,209269.7466509005,автомобиль,4,75-100%,0,1,50-75%,50-75%
15191,0,0.10566295038761998,48,среднее,1,гражданский брак,1,F,сотрудник,0,102813.03306062236,жильё,1,0-25%,3,0,50-75%,25-50%
15192,0,36.67184963931347,68,высшее,0,гражданский брак,1,F,пенсионер,0,231820.6117408111,свадьба,1,75-100%,0,3,75-100%,75-100%
15193,0,0.2697871816353179,31,высшее,0,женат / замужем,0,F,госслужащий,1,329039.9601301036,автомобиль,0,75-100%,0,1,0-25%,50-75%
15195,0,0.10633864338568944,55,среднее,1,гражданский брак,1,M,сотрудник,1,191783.45647391412,жильё,1,50-75%,2,0,75-100%,25-50%
15197,0,0.23278441045769588,44,среднее,1,женат / замужем,0,F,сотрудник,0,118073.74879966896,автомобиль,0,25-50%,1,1,50-75%,50-75%
15198,2,0.5999664907825056,39,высшее,0,женат / замужем,0,F,госслужащий,0,438340.6379967087,автомобиль,0,75-100%,0,1,25-50%,75-100%
15199,0,0.2629310065012968,25,среднее,1,женат / замужем,0,F,госслужащий,0,214393.1951344721,жильё,0,75-100%,0,0,0-25%,50-75%
15201,2,0.15782245234720627,27,среднее,1,женат / замужем,0,F,компаньон,0,217924.2842325752,жильё,0,75-100%,0,0,0-25%,25-50%
15202,1,0.11271062302927409,31,среднее,1,в разводе,3,F,сотрудник,0,163362.5623633034,жильё,3,50-75%,2,0,0-25%,25-50%
15203,0,0.19043998462573802,48,среднее,1,женат / замужем,0,F,сотрудник,0,73549.8676566322,автомобиль,0,0-25%,3,1,50-75%,25-50%
15204,0,0.2346012116495794,28,высшее,0,женат / замужем,0,F,сотрудник,0,114936.95272546752,жильё,0,25-50%,1,0,0-25%,50-75%
15205,0,0.03073292964957278,54,среднее,1,женат / замужем,0,M,сотрудник,0,231090.1214477293,жильё,0,75-100%,0,0,75-100%,0-25%
15206,0,0.618959381098753,48,среднее,1,гражданский брак,1,F,сотрудник,0,115185.44275442956,свадьба,1,25-50%,1,3,50-75%,75-100%
15207,1,0.4614099441547923,44,высшее,0,в разводе,3,F,компаньон,0,194394.61031197573,жильё,3,50-75%,2,0,50-75%,50-75%
15208,0,35.749487048338025,62,среднее,1,женат / замужем,0,F,пенсионер,0,108325.84895651772,жильё,0,25-50%,1,0,75-100%,75-100%
15209,0,0.28480312096838767,62,высшее,0,Не женат / не замужем,4,F,сотрудник,0,174679.50062474355,образование,4,50-75%,2,2,75-100%,50-75%
15211,0,0.18347818954207512,34,среднее,1,женат / замужем,0,F,сотрудник,0,1172459.831538252,образование,0,75-100%,0,2,25-50%,25-50%
15212,1,0.42582294381459296,38,среднее,1,женат / замужем,0,F,сотрудник,0,138321.46737308076,автомобиль,0,25-50%,1,1,25-50%,50-75%
15213,0,0.09478048519074499,26,высшее,0,Не женат / не замужем,4,F,компаньон,0,122204.0718494736,автомобиль,4,25-50%,1,1,0-25%,25-50%
15216,0,0.27009126935479544,34,среднее,1,гражданский брак,1,F,сотрудник,0,102052.00090508832,свадьба,1,0-25%,3,3,25-50%,50-75%
15217,1,0.029213241641035444,43,среднее,1,женат / замужем,0,M,компаньон,0,249861.8238676281,жильё,0,75-100%,0,0,50-75%,0-25%
15218,0,0.06941134287401124,49,высшее,0,Не женат / не замужем,4,F,компаньон,0,318723.89038672624,жильё,4,75-100%,0,0,50-75%,0-25%
15219,0,0.04228567359997658,23,неоконченное высшее,2,Не женат / не замужем,4,F,компаньон,0,122584.40924681217,жильё,4,25-50%,1,0,0-25%,0-25%
15220,0,0.09287024745512373,58,среднее,1,женат / замужем,0,F,сотрудник,0,179473.26983824128,жильё,0,50-75%,2,0,75-100%,25-50%
15221,0,0.11370486008764698,22,неоконченное высшее,2,Не женат / не замужем,4,M,сотрудник,0,236558.54399718143,жильё,4,75-100%,0,0,0-25%,25-50%
15222,0,0.33914275023338386,27,среднее,1,гражданский брак,1,F,сотрудник,0,74394.88995432909,свадьба,1,0-25%,3,3,0-25%,50-75%
15223,0,0.19202138031970467,29,среднее,1,гражданский брак,1,F,сотрудник,1,186296.76113579856,свадьба,1,50-75%,2,3,0-25%,25-50%
15224,2,0.14358727796296558,50,среднее,1,женат / замужем,0,M,компаньон,0,180484.31791348112,жильё,0,50-75%,2,0,50-75%,25-50%
15225,0,0.04574298990542869,36,высшее,0,женат / замужем,0,M,сотрудник,0,267171.29457156744,жильё,0,75-100%,0,0,25-50%,0-25%
15226,0,0.010510242821620039,35,высшее,0,женат / замужем,0,F,компаньон,0,125890.23411124563,образование,0,25-50%,1,2,25-50%,0-25%
15227,0,0.18285086865697447,38,среднее,1,гражданский брак,1,F,компаньон,0,156795.17746011534,автомобиль,1,50-75%,2,1,25-50%,25-50%
15228,0,0.43364997039233844,51,среднее,1,женат / замужем,0,F,сотрудник,0,130807.00853114344,жильё,0,25-50%,1,0,50-75%,50-75%
15231,0,0.15309266319129072,28,высшее,0,женат / замужем,0,F,сотрудник,0,145267.00988291614,жильё,0,50-75%,2,0,0-25%,25-50%
15232,0,0.3367015264617451,48,среднее,1,женат / замужем,0,F,сотрудник,0,126762.7417593018,автомобиль,0,25-50%,1,1,50-75%,50-75%
15233,0,0.301241510294279,30,среднее,1,Не женат / не замужем,4,M,сотрудник,0,122436.85185876965,жильё,4,25-50%,1,0,0-25%,50-75%
15234,1,0.28388413022140757,50,среднее,1,женат / замужем,0,F,сотрудник,0,162740.98583975813,образование,0,50-75%,2,2,50-75%,50-75%
15235,0,0.21697383898458522,55,высшее,0,женат / замужем,0,M,сотрудник,0,62675.53307096354,автомобиль,0,0-25%,3,1,75-100%,50-75%
15236,1,0.5483416836825575,49,среднее,1,женат / замужем,0,M,сотрудник,0,132795.7387505314,жильё,0,25-50%,1,0,50-75%,75-100%
15237,0,0.053174812709870116,26,высшее,0,Не женат / не замужем,4,F,сотрудник,0,169730.87176777804,образование,4,50-75%,2,2,0-25%,0-25%
15238,0,0.06460971795238689,49,высшее,0,женат / замужем,0,F,сотрудник,0,104991.09306387822,жильё,0,25-50%,1,0,50-75%,0-25%
15239,1,0.0292475631685231,30,среднее,1,гражданский брак,1,M,компаньон,1,137095.37582365298,свадьба,1,25-50%,1,3,0-25%,0-25%
15240,0,0.3476090970116936,34,высшее,0,женат / замужем,0,F,госслужащий,0,244432.8509579637,жильё,0,75-100%,0,0,25-50%,50-75%
15243,0,31.414149032892993,61,среднее,1,женат / замужем,0,F,пенсионер,0,79382.28263200063,жильё,0,0-25%,3,0,75-100%,75-100%
15244,1,0.02006563767054384,42,среднее,1,гражданский брак,1,F,компаньон,0,100382.17596556444,свадьба,1,0-25%,3,3,50-75%,0-25%
15245,1,0.13766947644881483,24,среднее,1,женат / замужем,0,F,сотрудник,0,115804.35298586574,жильё,0,25-50%,1,0,0-25%,25-50%
15246,1,0.07657526250279753,38,высшее,0,женат / замужем,0,F,сотрудник,0,82595.82787361881,жильё,0,0-25%,3,0,25-50%,0-25%
15247,0,0.045225076042811306,30,неоконченное высшее,2,женат / замужем,0,F,компаньон,0,133056.9313723634,образование,0,25-50%,1,2,0-25%,0-25%
15248,0,0.2390631035866171,25,высшее,0,женат / замужем,0,M,компаньон,0,208520.56403288,автомобиль,0,75-100%,0,1,0-25%,50-75%
15249,1,31.072455189493652,58,среднее,1,гражданский брак,1,F,пенсионер,0,51451.0263229624,жильё,1,0-25%,3,0,75-100%,75-100%
15250,0,36.05924938971868,53,среднее,1,гражданский брак,1,F,пенсионер,1,103720.3721238219,автомобиль,1,25-50%,1,1,75-100%,75-100%
15251,0,0.08016527029976263,53,среднее,1,вдовец / вдова,2,F,сотрудник,0,155092.98545010446,образование,2,50-75%,2,2,75-100%,0-25%
15252,0,0.057315124308112544,28,среднее,1,гражданский брак,1,M,сотрудник,1,339618.2368438303,жильё,1,75-100%,0,0,0-25%,0-25%
15253,0,0.21528081210222844,51,среднее,1,женат / замужем,0,F,компаньон,0,55081.86910819962,автомобиль,0,0-25%,3,1,50-75%,50-75%
15254,1,0.02543409725723573,41,среднее,1,гражданский брак,1,M,сотрудник,0,224744.06996417465,свадьба,1,75-100%,0,3,25-50%,0-25%
15255,0,0.8736807723000836,55,среднее,1,в разводе,3,F,госслужащий,0,131833.47315527944,автомобиль,3,25-50%,1,1,75-100%,75-100%
15256,1,0.6379394590594129,39,среднее,1,в разводе,3,F,сотрудник,0,142765.84607724848,жильё,3,25-50%,1,0,25-50%,75-100%
15257,0,30.803576199627997,61,среднее,1,гражданский брак,1,F,пенсионер,0,103008.21573033076,жильё,1,0-25%,3,0,75-100%,75-100%
15258,1,0.09072027421279193,40,среднее,1,женат / замужем,0,F,сотрудник,0,88942.99584924275,жильё,0,0-25%,3,0,25-50%,25-50%
15259,1,0.01729333316134141,38,среднее,1,женат / замужем,0,F,сотрудник,0,144360.07427030202,жильё,0,25-50%,1,0,25-50%,0-25%
15260,0,0.23417954835835075,31,среднее,1,гражданский брак,1,F,сотрудник,1,71850.29865061428,свадьба,1,0-25%,3,3,0-25%,50-75%
15261,0,0.019450132845230728,26,высшее,0,Не женат / не замужем,4,F,сотрудник,0,108552.9505290672,образование,4,25-50%,1,2,0-25%,0-25%
15262,0,0.1253398482974795,33,среднее,1,женат / замужем,0,M,сотрудник,0,477836.1272629904,автомобиль,0,75-100%,0,1,25-50%,25-50%
15263,3,0.060490708231030546,27,среднее,1,гражданский брак,1,F,сотрудник,0,155727.46215402934,свадьба,1,50-75%,2,3,0-25%,0-25%
15264,0,30.550711514181838,61,среднее,1,гражданский брак,1,F,пенсионер,0,190399.89407179665,автомобиль,1,50-75%,2,1,75-100%,75-100%
15266,2,0.13600744820997118,25,высшее,0,гражданский брак,1,M,компаньон,0,450351.4373749458,свадьба,1,75-100%,0,3,0-25%,25-50%
15267,3,0.06005184803668014,37,среднее,1,женат / замужем,0,M,сотрудник,0,275552.6248385209,автомобиль,0,75-100%,0,1,25-50%,0-25%
15268,1,0.9321870470187313,64,высшее,0,в разводе,3,M,компаньон,0,1350245.6054374685,жильё,3,75-100%,0,0,75-100%,75-100%
15270,1,0.12945423128374725,34,среднее,1,гражданский брак,1,M,сотрудник,0,137088.77211401533,свадьба,1,25-50%,1,3,25-50%,25-50%
15271,1,0.23014514986961332,47,среднее,1,в разводе,3,M,сотрудник,1,304343.7019435464,жильё,3,75-100%,0,0,50-75%,50-75%
15272,1,0.09989212054571577,30,среднее,1,женат / замужем,0,F,сотрудник,1,146424.72506508772,жильё,0,50-75%,2,0,0-25%,25-50%
15274,0,0.4084465986677774,36,неоконченное высшее,2,женат / замужем,0,F,компаньон,0,316340.89817320893,жильё,0,75-100%,0,0,25-50%,50-75%
